entry_time,exit_time,direction,action,entry_spot,exit_spot,stop_loss,target,lots,units,entry_premium,exit_premium,strike,gross_pnl,costs,pnl,risk,exit_reason,confidence,bars_held,regime
2024-02-01 15:30:00+05:30,2024-02-09 15:30:00+05:30,DOWN,BUY_PUT,21831.772954814514,21458.939308959223,22599.815981622964,20788.79647457309,4,200,184.03593890235243,325.91869180730464,21750.0,28376.550580990443,1370.155660395952,27006.394920594492,36807.187780470485,TIME_STOP,72.14778688493408,6,DOWNTREND
2024-03-07 15:30:00+05:30,2024-03-18 15:30:00+05:30,UP,BUY_CALL,22430.93853999474,23249.06811544721,21640.21685246922,23617.021071283016,4,200,179.17116945833914,666.8791789458628,22600.0,97541.60189750473,2274.04340608715,95267.55849141759,35834.23389166783,TIME_STOP,90.72673185512257,6,UPTREND
2024-03-19 15:30:00+05:30,2024-03-28 15:30:00+05:30,UP,BUY_CALL,23320.555376170447,24032.4365956528,22506.837992129793,24541.131452231428,4,200,199.81038208674727,570.1047822023356,23500.0,74058.88002311767,2066.9992055944494,71991.88081752323,39962.07641734945,TIME_STOP,90.97334462445869,6,STRONG_UPTREND
2024-04-02 15:30:00+05:30,2024-04-10 15:30:00+05:30,UP,BUY_CALL,24036.95777306021,23889.09332344737,23198.466288179116,25294.695000381853,4,200,194.5505782066848,50.70179411994286,24250.0,-15564.046256534786,638.3764816310179,-16202.422738165804,38910.11564133696,TIME_STOP+PREMIUM_STOP,90.23305991928805,6,STRONG_UPTREND
2024-05-10 15:30:00+05:30,2024-05-21 15:30:00+05:30,UP,BUY_CALL,24935.987983786214,24820.764809961034,24074.872445174726,26227.661291703444,4,200,192.1593052429107,33.377952442377136,25100.0,-15372.744419432856,909.2628043840282,-16282.007223816885,38431.86104858214,TIME_STOP+PREMIUM_STOP,94.49293477018183,6,UPTREND
2024-05-27 15:30:00+05:30,2024-06-04 15:30:00+05:30,UP,BUY_CALL,25066.70781906358,24715.019961686798,24184.805994682672,26389.56055563494,4,200,185.6025948501865,5.922931691860185,25250.0,-14848.20758801492,491.9965671563956,-15340.204155171316,37120.5189700373,TIME_STOP+PREMIUM_STOP,88.83432928390287,6,STRONG_UPTREND
2024-06-06 15:30:00+05:30,2024-06-12 15:30:00+05:30,UP,BUY_CALL,24816.378587505213,23947.229077334898,23947.229077334898,26120.102852760683,4,200,199.62823006370854,2.874636276404601,25000.0,-15970.258405096683,519.5382623823477,-16489.79666747903,39925.64601274171,STOP+PREMIUM_STOP,73.0040110543729,4,UPTREND
2024-11-07 15:30:00+05:30,2024-11-18 15:30:00+05:30,DOWN,BUY_PUT,19824.23643681389,20280.72293314939,20513.862683692267,18789.79706649633,5,250,157.81114374897152,4.626947915973233,19750.0,-15781.114374897152,521.4987153848031,-16302.613090281955,39452.78593724288,TIME_STOP+PREMIUM_STOP,74.62270305324117,6,STRONG_DOWNTREND
2025-01-07 15:30:00+05:30,2025-01-15 15:30:00+05:30,UP,BUY_CALL,24232.83469666396,24888.06469136741,23380.266945390198,25511.6863235746,3,225,166.24804431077973,493.9443121613258,24400.0,73731.66026637287,1995.5171498932625,71736.14311647961,37405.80996992544,TIME_STOP,100.0,6,STRONG_UPTREND
2025-01-16 15:30:00+05:30,2025-01-24 15:30:00+05:30,UP,BUY_CALL,25041.08526114095,25779.884472060246,24170.00299694309,26347.70865743774,2,150,207.90659423779107,574.6047290321003,25250.0,55004.72021914639,1580.7765674311918,53423.9436517152,31185.98913566866,TIME_STOP,82.33595856697909,6,STRONG_UPTREND
2025-01-29 15:30:00+05:30,2025-02-06 15:30:00+05:30,UP,BUY_CALL,25890.761634268496,26141.38627389169,24982.584677160346,27253.02706993072,2,150,233.7148700926682,241.2816935103092,26100.0,1135.0235126461484,948.108353727652,186.91515891849645,35057.23051390023,TIME_STOP,88.22412153959387,6,STRONG_UPTREND
2025-02-12 15:30:00+05:30,2025-02-20 15:30:00+05:30,UP,BUY_CALL,26299.0340679894,26222.236980318663,25372.08234099978,27689.46165847383,2,150,225.90876527305045,84.86296684257104,26500.0,-13554.525916383027,609.6890868020421,-14164.215003185069,33886.314790957564,TIME_STOP+PREMIUM_STOP,87.34307931462901,6,STRONG_UPTREND
2025-02-25 15:30:00+05:30,2025-03-06 15:30:00+05:30,UP,BUY_CALL,26202.815947043982,26649.005593594888,25515.83777230567,27233.283209151454,2,150,222.1528330021374,341.0318928658562,26450.0,17831.85897955782,1132.13051157002,16699.7284679878,33322.92495032061,TIME_STOP,62.221358544418095,6,STRONG_UPTREND
2025-03-11 15:30:00+05:30,2025-03-20 15:30:00+05:30,UP,BUY_CALL,27318.50554059285,27261.94515863609,26366.735785654273,28746.160173000717,2,150,242.1851374908183,110.06866661267304,27550.0,-14531.1082494491,693.0901649223395,-15224.19841437144,36327.770623622746,TIME_STOP+PREMIUM_STOP,91.16478671785293,6,UPTREND
2025-03-21 15:30:00+05:30,2025-04-01 15:30:00+05:30,UP,BUY_CALL,27273.912030426764,27030.86875319269,26319.7439498745,28705.164151255158,2,150,211.55310338042727,19.030990187617135,27450.0,-12693.186202825636,695.010842865486,-13388.197045691122,31732.96550706409,TIME_STOP+PREMIUM_STOP,83.83491750281277,6,UPTREND
2025-04-02 15:30:00+05:30,2025-04-11 15:30:00+05:30,UP,BUY_CALL,27305.481569663207,27454.02354555353,26359.401163301463,28724.602179205824,2,150,222.75955338611857,153.28568697603805,27500.0,-10421.079961512078,745.1083106001672,-11166.188272112246,33413.93300791779,TIME_STOP,65.0132259614941,6,UPTREND
2025-05-16 15:30:00+05:30,2025-05-26 15:30:00+05:30,UP,BUY_CALL,28191.921572805983,28337.561957464688,27204.63553907319,29672.850623405167,2,150,226.99549411249973,151.29372394497477,28400.0,-11355.265525128743,1157.6840368452752,-12512.94956197402,34049.32411687496,TIME_STOP,91.99235422829501,6,RANGE
2025-05-28 15:30:00+05:30,2025-06-05 15:30:00+05:30,UP,BUY_CALL,28517.036779231992,28584.853724618817,27520.29007850514,30012.15683032227,2,150,256.3864487612009,164.07201436676405,28750.0,-13847.165159165525,832.0454026591239,-14679.210561824648,38457.96731418013,TIME_STOP,87.72648797726407,6,UPTREND
2025-06-06 15:30:00+05:30,2025-06-16 15:30:00+05:30,UP,BUY_CALL,28553.52872045614,28069.15897112096,27553.05884009448,30054.23354099863,2,150,235.83518027916216,11.909346958917695,28750.0,-14150.11081674973,745.4923781025412,-14895.60319485227,35375.277041874324,TIME_STOP+PREMIUM_STOP,73.02772259284176,6,UPTREND
2025-06-18 15:30:00+05:30,2025-06-26 15:30:00+05:30,UP,BUY_CALL,28071.71328540989,28950.15439159505,27084.701810400853,29552.230497923443,2,150,252.81253800286686,710.5383028433644,28300.0,68658.86472607462,1940.9326437776915,66717.93208229693,37921.88070043003,TIME_STOP,75.34780919363239,6,UPTREND
2025-07-02 15:30:00+05:30,2025-07-09 15:30:00+05:30,UP,BUY_CALL,28695.25195719115,27691.90687335248,27691.90687335248,30200.269582949157,2,150,249.67462902076113,5.196684064772057,28950.0,-14980.477741245668,490.65015594046,-15471.127897186128,37451.19435311417,STOP+PREMIUM_STOP,76.43753181478026,5,RANGE
2025-08-13 15:30:00+05:30,2025-08-22 15:30:00+05:30,UP,BUY_CALL,29783.936770926004,29878.930281288285,28750.82833045801,31333.599431627994,2,150,241.36741877846544,135.68303320815357,30000.0,-14482.045126707928,744.4792649607077,-15226.524391668636,36205.11281676982,TIME_STOP+PREMIUM_STOP,83.05700909825681,6,RANGE
2025-11-19 15:30:00+05:30,2025-11-27 15:30:00+05:30,UP,BUY_CALL,30179.54334533137,29852.318369533885,29122.040690557722,31765.797327491844,2,150,243.94405295544675,28.5847564262167,30400.0,-14636.643177326805,822.3241161202031,-15458.967293447007,36591.60794331701,TIME_STOP+PREMIUM_STOP,93.45945984261623,6,RANGE
2026-01-13 15:30:00+05:30,2026-01-21 15:30:00+05:30,UP,BUY_CALL,30406.501602577115,29778.12009572537,29339.115629016294,32007.580562918345,2,150,237.062765918663,5.819168343879596,30650.0,-14223.76595511978,467.695665412749,-14691.46162053253,35559.414887799445,TIME_STOP+PREMIUM_STOP,92.30416864436484,6,RANGE
2026-02-11 15:30:00+05:30,2026-02-11 15:30:00+05:30,DOWN,BUY_PUT,28391.201740453504,29388.91508543074,29388.91508543074,26894.631722987648,2,150,232.42053975975068,22.470561588981127,28300.0,-13945.23238558504,768.4839300546657,-14713.716315639707,34863.0809639626,STOP+PREMIUM_STOP,84.44806123763085,0,RANGE
2026-02-20 15:30:00+05:30,2026-03-02 15:30:00+05:30,UP,BUY_CALL,31979.430721726727,32819.05575968885,30863.737708848796,33652.97024104362,2,150,219.406978962028,627.1387639129498,32200.0,61159.76774263827,1708.7127493722119,59451.05499326606,32911.046844304205,TIME_STOP,70.32314341124031,6,RANGE
2026-03-03 15:30:00+05:30,2026-03-11 15:30:00+05:30,UP,BUY_CALL,32954.20953822286,31805.54258663375,31805.54258663375,34677.20996560652,2,150,264.28712722813907,1.6255760351531308,33200.0,-15857.227633688346,511.3534708389341,-16368.58110452728,39643.06908422086,STOP+PREMIUM_STOP,75.54327240015878,5,UPTREND
2026-03-19 15:30:00+05:30,2026-04-01 15:30:00+05:30,UP,BUY_CALL,33088.19352651911,31933.261675557696,31933.261675557696,34820.59130296124,2,150,259.24737997168995,0.37755749356898605,33350.0,-15554.842798301397,499.08602425334396,-16053.92882255474,38887.10699575349,STOP+PREMIUM_STOP,73.46485447785358,6,RANGE
2026-04-16 15:30:00+05:30,2026-04-24 15:30:00+05:30,DOWN,BUY_PUT,28943.74191788853,28970.08321814969,29951.148969657927,27432.63134023443,2,150,222.07726864951474,87.34690749812216,28850.0,-13324.636118970884,607.4603317128186,-13932.096450683703,33311.59029742721,TIME_STOP+PREMIUM_STOP,93.40940433133818,6,STRONG_DOWNTREND
2026-04-27 15:30:00+05:30,2026-05-06 15:30:00+05:30,DOWN,BUY_PUT,28836.283221250065,29028.086728407725,29850.236133885304,27315.353852297205,2,150,252.36036520833477,86.93798783698003,28750.0,-15141.621912500088,257.6646557562578,-15399.286568256346,37854.05478125022,TIME_STOP+PREMIUM_STOP,87.28019570172326,6,DOWNTREND
2026-05-08 15:30:00+05:30,2026-05-12 15:30:00+05:30,DOWN,BUY_PUT,28796.058002490623,29813.590622733795,29813.590622733795,27269.759072125868,2,150,204.19582168903253,5.125699517466842,28700.0,-12251.749301341952,403.08752051794374,-12654.836821859895,30629.37325335488,STOP+PREMIUM_STOP,73.07376875072205,2,DOWNTREND
2026-05-14 15:30:00+05:30,2026-05-22 15:30:00+05:30,DOWN,BUY_PUT,29076.81977510321,27761.60408420204,30095.114832462605,27549.377189064115,2,150,230.57625297269078,1226.327269410871,29000.0,149362.65246572703,1188.9763276781014,148173.67613804893,34586.43794590361,TIME_STOP,81.31083302193183,6,RANGE
2026-05-26 15:30:00+05:30,2026-06-04 15:30:00+05:30,DOWN,BUY_PUT,28509.610180917975,28510.071914294047,29511.503295791503,27006.770508607682,2,150,225.75587652504873,116.93262355955267,28400.0,-13545.352591502926,675.7031788448792,-14221.055770347804,33863.38147875731,TIME_STOP+PREMIUM_STOP,84.07691268906532,6,RANGE
2026-06-15 15:30:00+05:30,2026-06-18 15:30:00+05:30,DOWN,BUY_PUT,27188.44455509404,28151.495680226213,28151.495680226213,25743.86786739578,2,150,246.92597772411318,16.28732504961863,27100.0,-14815.55866344679,508.29817528340345,-15323.856838730195,37038.89665861698,STOP+PREMIUM_STOP,85.30629890461898,3,DOWNTREND
2026-06-22 15:30:00+05:30,2026-06-30 15:30:00+05:30,DOWN,BUY_PUT,28026.207697010712,27821.80554107865,29008.267654060975,26553.11776143532,2,150,261.01549054302814,272.457937831512,27950.0,1716.3670932725836,424.8761158199359,1291.4909774526477,39152.32358145422,TIME_STOP,64.81876348267122,6,RANGE
2026-07-07 15:30:00+05:30,2026-07-15 15:30:00+05:30,DOWN,BUY_PUT,28131.92655746022,27707.52526425126,29114.417811637322,26898.557866685962,2,150,247.16991770910136,395.6589209592712,28050.0,22273.350487525477,521.769926748179,21751.580560777296,37075.48765636521,TIME_STOP,66.5398408358867,6,SQUEEZE
2026-07-16 15:30:00+05:30,2026-07-23 15:30:00+05:30,DOWN,BUY_PUT,27714.569895832843,28684.33328008164,28684.33328008164,26259.924819459648,2,150,223.56371282043438,1.021252670140484,27650.0,-13413.822769226064,162.3265837569524,-13576.149352983017,33534.55692306516,STOP+PREMIUM_STOP,89.17033400502757,5,SQUEEZE
2026-08-19 15:30:00+05:30,2026-08-27 15:30:00+05:30,UP,BUY_CALL,29883.83943734741,29072.75086913592,28840.444256082734,31448.932209244427,2,150,242.43651221820983,2.0103476714648423,30100.0,-14546.19073309259,734.152070383454,-15280.342803476044,36365.476832731474,TIME_STOP+PREMIUM_STOP,87.46610899852772,6,UPTREND
2026-09-02 15:30:00+05:30,2026-09-07 15:30:00+05:30,UP,BUY_CALL,30406.137856661524,30539.09294232197,29342.18505764798,32002.067055181837,2,150,236.87398927375762,225.92108892969736,30600.0,-1642.935051609038,1422.2393132801699,-3065.174364889208,35531.09839106364,END_OF_DATA,93.91422791319886,3,UPTREND
